Unnamed: 0,order_id,review_id,review_comment_title_en,review_comment_message_en,review_text_combined,sentiment,sentiment_score,primary_topic,topics,classification_reason
68,97d2f8fe76f2f253b8291e17b5383884,6d06808638ec0701bccd70bc8d462c28,Not Available,"The product did not arrive within the stipulated period and caused inconvenience, because I scheduled my son's vacation trip, based on the deadline. I live in Bahia and he lives alone in Cuiabá. Now the house is empty.","The product did not arrive within the stipulated period and caused inconvenience, because I scheduled my son's vacation trip, based on the deadline. I live in Bahia and he lives alone in Cuiabá. Now the house is empty.",Negative,-0.649,Delivery Delay,Delivery Delay,Negative sentiment; mentions 'did not arrive' related to delivery delay.
69,4b32a4cdfc1b80066a8ee3a4b7a2094f,750d4311e8ddb6cba549ee86f06f0cca,Not Available,"Product delivered as requested, and very quickly. Congratulations!","Product delivered as requested, and very quickly. Congratulations!",Positive,0.667,Positive Experience,Positive Experience,Positive sentiment; mentions 'congratulations' related to positive experience.
73,071251fe3b3493294536f03737a8a679,8b230a1373c6dc4bd867099fda1d7039,Not Available,I bought two units and only received one and now what do I do?,I bought two units and only received one and now what do I do?,Neutral,0.0,Shipping/Logistics,Shipping/Logistics,Neutral sentiment; mentions 'only received one' related to shipping/logistics.
75,34e6d418f368f8079ae152bc178bc66a,cb2fc3e5711b5ae85e0491ee18af63ed,Not Available,"Good product, but what came to me does not match the photo in the ad.","Good product, but what came to me does not match the photo in the ad.",Positive,0.238,Product Quality,Product Quality,Positive sentiment; mentions 'good product' related to product quality.
76,9ac05114800f02bfaa783bd76842dbe2,60c714ed14cef913944a3147094a4742,Not Available,"Very inferior product, badly finished.","Very inferior product, badly finished.",Negative,-0.747,Product Quality,Product Quality,"Negative sentiment; mentions 'badly finished, inferior' related to product quality."
79,491f193fc52075598871cfe6f19976d4,c45811d9f90e22a81155b3a1e4a5c2e8,ALWAYS RECOMMEND!!,The dog patrol backpack kit is beautiful!! My grandson will love it!! Thanks!!,ALWAYS RECOMMEND!! - The dog patrol backpack kit is beautiful!! My grandson will love it!! Thanks!!,Positive,0.947,Positive Experience,Positive Experience,"Positive sentiment; mentions 'beautiful, recommend' related to positive experience."
80,17b296b73ebefd6213299342b09f097f,e29ab4a671400c41322e4855de633c6a,Not Available,Wonder,Wonder,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
87,a11cd01ac67beef7e8bf09740d8a35c1,0bd4dcc4f6c4621baf37f73495cad8c4,Not Available,delivery on time,delivery on time,Neutral,0.0,Delivery Speed,Delivery Speed,Neutral sentiment; mentions 'on time' related to delivery speed.
88,248907ae8054cb8e93d5aa44857779b4,888f11883ff85fa5c07e6ae1192d85c4,Not Available,Fulfilled what was promised in the purchase and with a delivery in satisfactory time,Fulfilled what was promised in the purchase and with a delivery in satisfactory time,Positive,0.778,Positive Experience,Positive Experience,Positive sentiment; mentions 'fulfilled what was promised' related to positive experience.
89,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,65dfeb60c40e3cbb0a1838285d86f885,Not Available,I asked for a refund and no response so far.,I asked for a refund and no response so far.,Negative,-0.296,Return/Refund,Return/Refund,Negative sentiment; mentions 'refund' related to return/refund.
90,4a7cf245701068d38d441791b735e4bd,50a1eaa2f96d6f3e02d0cd68d92bab75,***** I recommend,Super fast.,***** I recommend - Super fast.,Positive,0.751,Positive Experience,Positive Experience,"Positive sentiment; mentions 'recommend, super fast' related to positive experience."
100,c676e726f8a14a9527b41b9dc50ca1bc,436f71c9cc0c1aab7f51dc0cd0820516,Not Available,Satisfied,Satisfied,Positive,0.421,Positive Experience,Positive Experience,Positive sentiment; mentions 'satisfied' related to positive experience.
103,b4039fffc67d7a5a75a3ba881d75e402,97d4feff1fd7129bee6cde095b9dac2a,Not Available,"congratulations are in order... it always arrives in advance...
Thank you very much....","congratulations are in order... it always arrives in advance...
Thank you very much....",Positive,0.751,Positive Experience,Positive Experience,Positive sentiment; mentions 'congratulations' related to positive experience.
104,96b947c986b42f213c9e6b8ccccedb89,352609f0f2d34ce5d3b8de817ee948d5,I didn't receive the product.,Not Available,I didn't receive the product. - Not Available,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'didn't receive the product' related to delivery delay.
108,5bc4e94aef2841f392fb6fe7ceef69b6,1692078634b63c7f25aa90ee746ec498,EXCELLENT,OK I RECOMMEND,EXCELLENT - OK I RECOMMEND,Positive,0.891,Positive Experience,Positive Experience,"Positive sentiment; mentions 'excellent, recommend' related to positive experience."
110,b8702f50a689621ab21ef200b55a5b8d,ff722b4c68783a4459a3adb9bb4e1d0d,Not Available,"Product arrived, but my PC could not recognize the USB ports.","Product arrived, but my PC could not recognize the USB ports.",Neutral,0.0,Product Functionality,Product Functionality,Neutral sentiment; mentions 'could not recognize' related to product functionality.
111,9218ec94cd0d96e4c3e6b8c1504aa8dc,8055e963f26f70c406ca517b2c2848e6,Not Available,"Very good quality product, arrived before the promised date","Very good quality product, arrived before the promised date",Positive,0.69,Product Quality,"Product Quality, Positive Experience",Positive sentiment; mentions 'quality' related to product quality.
115,45c780334bc32cb77559a65c5f171160,ae728c1061bf163b4bd256ad9ee0bb83,Not Available,"this was the order
Bucket with 128 Pieces - Building Blocks 2 un - R$ 25.00 each (WAS NOT DELIVERED)
Sold and delivered targaryen
Eva Rug Nº Letters 36 Pieces Children 1 unit - R$ 35.90 (THIS WAS DELIVERED","this was the order
Bucket with 128 Pieces - Building Blocks 2 un - R$ 25.00 each (WAS NOT DELIVERED)
Sold and delivered targaryen
Eva Rug Nº Letters 36 Pieces Children 1 unit - R$ 35.90 (THIS WAS DELIVERED",Negative,-0.226,Delivery Delay,Delivery Delay,Negative sentiment; mentions 'not delivered' related to delivery delay.
116,1601df22ba2f78168443e6f729e74868,41926e45719f9b923357ea3bb222195f,Not Available,"Very fast delivery
Congratulations","Very fast delivery
Congratulations",Positive,0.633,Positive Experience,Positive Experience,Positive sentiment; mentions 'congratulations' related to positive experience.
119,af76a45a10524549102e010f2bd9d3cd,72730619a00e0ecdecf0a4ff862d8996,Not Available,I bought three packs of five sheets each of transfer paper for dark fabric and only received two,I bought three packs of five sheets each of transfer paper for dark fabric and only received two,Neutral,0.0,Shipping/Logistics,Shipping/Logistics,Neutral sentiment; mentions 'only received two' related to shipping/logistics.
121,7eba0b6b5cb480d65416e26e2528d250,c5d83c2523ef15209c8faf5133a7bafb,Not Available,"I was missing only one product, I received it today, thank you very much!
All very well!

Att

Elenice.","I was missing only one product, I received it today, thank you very much!
All very well!

Att

Elenice.",Positive,0.507,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
127,77fc7da5ef4df2c48276ae832072dcf1,766fc608e4f2683020fb0a121d9db23e,Not Available,"The thermal bag besides being beautiful is super spacious. Product as advertised and super fast delivery, delivered well before the deadline.","The thermal bag besides being beautiful is super spacious. Product as advertised and super fast delivery, delivered well before the deadline.",Positive,0.93,Positive Experience,"Product Description, Positive Experience","Positive sentiment; mentions 'beautiful, super fast, super spacious' related to positive experience."
128,bbd1b9ebbc5a09d51caaa2d10e0f93b5,5c37d7ba6ef2f031c34bb4fda3454018,Not Available,Took too long for delivery,Took too long for delivery,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'took too long' related to delivery delay.
130,36e05888e17fa68e55b13477d9b53d3e,83414f98136ce687f7eb69e555b2519c,Not Available,super fast delivery .... arrived before the date ...,super fast delivery .... arrived before the date ...,Positive,0.599,Positive Experience,Positive Experience,Positive sentiment; mentions 'super fast' related to positive experience.
131,f25ddb6cd62d720a5d91fff80467930a,46d8249ea59101c7288936c3e6f155d7,delivery was late,The delivery was split in two. There was no communication from the store. I thought they only sent part of the product.,delivery was late - The delivery was split in two. There was no communication from the store. I thought they only sent part of the product.,Negative,-0.296,Delivery Delay,Delivery Delay,Negative sentiment; mentions 'late' related to delivery delay.
132,546ffb713086001ce9f0009158f88b73,346317f9aff540395fe46893611854f8,Not Available,"Does not work, does not sync","Does not work, does not sync",Neutral,0.0,Product Functionality,Product Functionality,Neutral sentiment; mentions 'does not work' related to product functionality.
133,5c973d2b4652e1dec15353b59339f3b4,2685a4800004a12ec09d27264ff1915f,Not Available,Recommend to all customers,Recommend to all customers,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
135,950bb159eea525ff8947b92c93b02f8e,c422274e50e900b46fee429016c5458d,Not Available,I liked,I liked,Positive,0.421,Positive Experience,Positive Experience,Positive sentiment; mentions 'i liked' related to positive experience.
142,2a3251c95a3d5c57ed230021faa588a0,3f6d9482c57cdb5fc7012f7b9b5ed4c5,Not Available,KIDNAPPING,KIDNAPPING,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
143,54b73f808b0ff25da4276773c30ac269,a55012f5c7e74353e92986be15d133b6,Not Available,"I really liked the bathroom set. The flowery print, the embroidery, everything is very pretty. Great product.","I really liked the bathroom set. The flowery print, the embroidery, everything is very pretty. Great product.",Positive,0.899,Positive Experience,Positive Experience,Positive sentiment; mentions 'great' related to positive experience.
145,d5ba80d74b52c335ae36398d6159e6ee,487f8ff16eaf366dc7c01652202048c3,Not Available,"Only one piece arrived, but the note and guarantee contain both jewels.","Only one piece arrived, but the note and guarantee contain both jewels.",Positive,0.758,Shipping/Logistics,Shipping/Logistics,Positive sentiment; mentions 'one piece arrived' related to shipping/logistics.
149,e18ebd6286697a3f0f6fe267d8286cb2,ef8ae544c432bb1053ba5990bd0d6227,Not Available,I DIDN'T RECEIVE THE PRODUCT AND IT STATES IN THE SYSTEM THAT I RECEIVED IN ADDITION TO PAYING EXPENSIVE SHIPPING,I DIDN'T RECEIVE THE PRODUCT AND IT STATES IN THE SYSTEM THAT I RECEIVED IN ADDITION TO PAYING EXPENSIVE SHIPPING,Neutral,0.0,Delivery Delay,"Delivery Delay, Price/Value",Neutral sentiment; mentions 'didn't receive the product' related to delivery delay.
150,560f7585b57fcc9579460fa21c0d8ec1,aaab917291fea34988b9a0cb60e0716f,Not Available,"I bought the watch, unisex and they sent a female watch, much smaller than the ad specifications.","I bought the watch, unisex and they sent a female watch, much smaller than the ad specifications.",Neutral,0.0,Product Description,Product Description,Neutral sentiment; mentions 'smaller than the ad' related to product description.
151,3144812170fbb0c3b71bbd757609f605,3f73914ab5fc1cd68ad6757c93644349,Not Available,I always buy at Lannister. For me it's the best online store,I always buy at Lannister. For me it's the best online store,Positive,0.637,Positive Experience,Positive Experience,Positive sentiment; mentions 'best online store' related to positive experience.
152,c9645496b715730a1a5d07eb97a6bf6b,e2fd85e5df711bd91e6e96e13c741843,Not Available,excellent quality product,excellent quality product,Positive,0.572,Product Quality,"Product Quality, Positive Experience",Positive sentiment; mentions 'quality' related to product quality.
159,0a187dd7f4efe70e8c3b6e3779b3b133,42ae74a43661be8587b2e2db054179db,Not Available,Great value for money,Great value for money,Positive,0.758,Price/Value,"Price/Value, Positive Experience",Positive sentiment; mentions 'value for money' related to price/value.
160,cf34fe44babb9fd001a001acfa43cabf,d8f61c7fcd172785563a65cd65a8cea8,Not Available,OK,OK,Positive,0.296,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
163,1c8898140458c37fbbf0be37d47193b9,79927442ebcbf70b2021e1339bb9a51b,very good,I liked the attention with the delivery,very good - I liked the attention with the delivery,Positive,0.718,Positive Experience,Positive Experience,"Positive sentiment; mentions 'i liked, very good' related to positive experience."
166,1e91914c9706a5d4665b8c5a6294b107,14613df954694f243dedeaa2c8a3a5c2,4,"If it was glass it would have broken; came in the box without any protection inside, the box was very crumpled. Sorry.. but I like to buy from you
.","4 - If it was glass it would have broken; came in the box without any protection inside, the box was very crumpled. Sorry.. but I like to buy from you
.",Positive,0.229,Product Condition/Damage,Product Condition/Damage,Positive sentiment; mentions 'broken' related to product condition/damage.
167,d9ff0185a300435402f043124f530274,5f938e5f5f2e9a75710b54feeb9ea610,Average,The part didn't fit,Average - The part didn't fit,Negative,-0.276,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
168,bb5b0d8f3e9c964760c674f2aa2ae0cf,d7ea05bb4f9c77d606fd90b1a27e317d,Not Available,"I bought the product on February 25th and today, March 29th, it was not delivered to my residence. I don't know if the post office in Brazil is terrible or it was the store itself that took a while to post.","I bought the product on February 25th and today, March 29th, it was not delivered to my residence. I don't know if the post office in Brazil is terrible or it was the store itself that took a while to post.",Negative,-0.477,Delivery Delay,Delivery Delay,Negative sentiment; mentions 'not delivered' related to delivery delay.
169,2e5dc86c8c4aa663549caf5e31de840d,185cb85ede91009d7a8e685687c037ee,Not Available,"I made my purchase 30 days ago and still haven't received my product.
Need to improve on deliveries","I made my purchase 30 days ago and still haven't received my product.
Need to improve on deliveries",Positive,0.44,Delivery Delay,Delivery Delay,Positive sentiment; mentions 'haven't received' related to delivery delay.
170,cadd4c5765abf658117f2cc7e2a639c2,0c9b6ca9b3beaf0fd5d621f63844ea01,delivery time,"I'm hoping to get it this week, which wouldn't be too extravagant, but...any more delay than that would make me drop out of the baratheon.","delivery time - I'm hoping to get it this week, which wouldn't be too extravagant, but...any more delay than that would make me drop out of the baratheon.",Negative,-0.225,Delivery Delay,Delivery Delay,Negative sentiment; mentions 'delay' related to delivery delay.
174,3081ddf6e7c6afa4e4124e7882486fcd,c399eafa15aafaecdd1d9008f5b34ed6,Not Available,"Delivered on time, I was happy with the purchase I made","Delivered on time, I was happy with the purchase I made",Positive,0.572,Delivery Speed,"Delivery Speed, Positive Experience",Positive sentiment; mentions 'on time' related to delivery speed.
178,6925682cc441a2514cd15f7f17ece7b2,8ef36616bef00398b6e413c124f436c8,Not Available,Beautiful watch I loved it,Beautiful watch I loved it,Positive,0.832,Positive Experience,Positive Experience,"Positive sentiment; mentions 'beautiful, loved' related to positive experience."
180,201691efe89d4d71f36e5ea279a8759a,57e994485c2ebd293e4fa9cd62e5bb96,Not Available,"I bought two pendant chandeliers, with the targaryen partner and they only sent me one chandelier. I filed a complaint but have yet to receive a response. I await a solution from Lojas Lannister.","I bought two pendant chandeliers, with the targaryen partner and they only sent me one chandelier. I filed a complaint but have yet to receive a response. I await a solution from Lojas Lannister.",Positive,0.45,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
185,fc8c2e8bc069aea361c41c313464993c,59d95e0b5b52d038dc3a022b7c912969,super product,Very good high quality!,super product - Very good high quality!,Positive,0.812,Product Quality,"Product Quality, Positive Experience",Positive sentiment; mentions 'quality' related to product quality.
188,15c8f741c0b7deafafea8af0f7bb6852,a0adf7a439816b22050d6bf433cbbff6,Not Available,"Beautiful product, delivered well valued and on time. I recommend!","Beautiful product, delivered well valued and on time. I recommend!",Positive,0.893,Positive Experience,"Delivery Speed, Positive Experience","Positive sentiment; mentions 'beautiful, recommend' related to positive experience."
189,935f0d2ac8ce7ce29f5712d2637ddb33,93fbbe62dcf6ffac99be013a1c68eb52,Not Available,Very good,Very good,Positive,0.493,Positive Experience,Positive Experience,Positive sentiment; mentions 'very good' related to positive experience.
190,f3468d6a2c7586711e9952242898aad4,c40a6b6e0181e5ec0d12cbc2e12c49d3,product shortage and breakage,Missing 1 product and the ones I received 1 came broken,product shortage and breakage - Missing 1 product and the ones I received 1 came broken,Negative,-0.743,Product Condition/Damage,Product Condition/Damage,Negative sentiment; mentions 'broken' related to product condition/damage.
191,0bcbcc3e0a09b3f6a9495de35f452616,5241fcad10d7b45a1761f1e1e1536faa,highly recommend,"Arrived on time and the product is of excellent quality! My back pain is gone, I'm sleeping very well!","highly recommend - Arrived on time and the product is of excellent quality! My back pain is gone, I'm sleeping very well!",Positive,0.733,Positive Experience,"Delivery Speed, Product Quality, Positive Experience","Positive sentiment; mentions 'excellent, recommend' related to positive experience."
197,82348f1b5f24ac795fa9320e02c49553,06f47dacd0575e592bf6a17e922ce6cd,not yet received,here it is describing it as delivered but until now I have not received it,not yet received - here it is describing it as delivered but until now I have not received it,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'have not received' related to delivery delay.
198,22613579f7d11cc59c4347526fc3c79e,d36219dfadc3a5b07ab66670d23915ad,Not Available,"I think tracking the product should be better and more accurate, but overall it was a great experience","I think tracking the product should be better and more accurate, but overall it was a great experience",Positive,0.823,Shipping/Logistics,"Shipping/Logistics, Positive Experience",Positive sentiment; mentions 'tracking' related to shipping/logistics.
199,fc850201b579f014488f1cca40aaa06d,5230dc021b8ce3fe53ed728af873a6d1,Not Available,I haven't had a chance to test it yet.,I haven't had a chance to test it yet.,Negative,-0.188,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
201,7bdfa70c4049e7319a3182997e27cb95,4656b8ed41c17f6be05e911e211ecd8f,I recommend,I started using it now,I recommend - I started using it now,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
204,d451da9b109e1786f303924d04ed72a1,8ef0597f9b1870cf46c81358425f0e24,Not Available,nothing to declare,nothing to declare,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
207,fd65651f855608ad1aa52ff4a741c31a,6b341682ab39af9fa00d72d7388c903b,Ntaa,Buy a correct product on the cover but inside be another.???????,Ntaa - Buy a correct product on the cover but inside be another.???????,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
210,4b661d524b6f0788746514fb6f7ad3fa,e4f0765c572989acb3d2d17c911ccce4,Not Available,super fast delivery,super fast delivery,Positive,0.599,Positive Experience,Positive Experience,Positive sentiment; mentions 'super fast' related to positive experience.
212,287b045cfe9ba0ed08308efc06c366ae,557ae9c16a8ea3909db2fc5a01bc5151,Suspense,I placed an order for 4 bottles of olive oil. 2 arrived in one day and the other 2 almost 48 hours later.,Suspense - I placed an order for 4 bottles of olive oil. 2 arrived in one day and the other 2 almost 48 hours later.,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
213,ff37040ee7efbb9709c2b4389c4c0fc4,5939898b5d2ac05454b2fe1aeecaad19,Not Available,The product arrived very quickly and of good quality I recommend the product,The product arrived very quickly and of good quality I recommend the product,Positive,0.66,Product Quality,"Product Quality, Positive Experience",Positive sentiment; mentions 'quality' related to product quality.
220,22b1eef278d4416c1e867a55d1c39fea,a89a2b0c2014bc49a0f87f1eedb7b269,Delivery ahead of schedule,Not Available,Delivery ahead of schedule - Not Available,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
221,512ba2efae3409f37660ce26199b32aa,cde97e23deec3aa11e838402378706ee,Not Available,"I can't! I'm waiting for the product I bought to arrive! As soon as that happens, I'll have my opinion formed!","I can't! I'm waiting for the product I bought to arrive! As soon as that happens, I'll have my opinion formed!",Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'waiting for the product' related to delivery delay.
